name,gram,calorie,carbohydrate,protein,fat,saturatedfat,unsaturatedfat,cholesterol,sodium,potash,ingredient,allergy
쌀치즈카스테라,250,350,45,7,12,4,6,70,500,200,"쌀가루, 치즈, 계란","우유, 달걀"
샌드위치,400,500,50,20,20,6,12,40,700,250,"식빵, 햄, 야채, 마요네즈","밀, 고기, 달걀"
쪽파베이글,300,400,40,10,12,4,8,0,500,200,"밀가루, 쪽파, 버터","밀"
통밀빵,300,350,35,10,8,2,5,0,500,200,"통밀가루, 버터","밀"
무화과깜빠뉴,350,400,40,10,10,3,7,0,400,200,"밀가루, 무화과, 버터","밀"
꿀빵,200,300,40,5,12,3,8,0,400,150,"밀가루, 꿀, 버터","밀"
해남고구마맛탕빵,250,400,50,7,15,5,10,0,450,200,"밀가루, 고구마, 버터","밀"
아메리카노 hot,200,10,0,1,0,0,0,0,10,100,"커피","NULL"
카페라떼 hot,250,150,10,8,7,4,3,30,100,100,"우유, 커피","우유"
바닐라라떼 hot,250,180,20,7,7,4,3,30,120,100,"우유, 커피, 바닐라시럽","우유"
카푸치노 hot,250,150,10,8,7,4,3,30,100,100,"우유, 커피","우유"
카라멜라떼 hot,250,200,20,7,8,4,4,30,150,100,"우유, 커피, 카라멜시럽","우유"
아메리카노 ice,200,10,0,1,0,0,0,0,10,100,"커피","NULL"
카페라떼 ice,250,150,10,8,7,4,3,30,100,100,"우유, 커피","우유"
네코스시,400,500,50,20,15,4,8,80,800,400,"쌀, 생선, 김","생선"
모듬초밥,400,600,55,25,20,6,10,100,800,400,"쌀, 생선, 김","생선"
치킨가라아게,300,500,30,20,25,6,12,80,700,300,"닭고기, 튀김가루","밀, 고기"
활어초밥,400,600,50,20,20,6,10,100,800,400,"쌀, 생선, 김","생선"
연어초밥,400,550,50,20,15,5,10,90,800,400,"쌀, 연어, 김","생선"
카라동,400,600,50,20,20,6,10,80,800,400,"쌀, 닭고기, 달걀","고기, 달걀"
연어동,400,550,50,20,15,5,10,90,800,400,"쌀, 연어, 김","생선"
네코동,400,600,50,20,20,6,10,80,800,400,"쌀, 생선, 김","생선"
차돌양지쌀국수+에그롤1+고구마롤2,500,800,60,30,30,8,12,100,900,400,"쌀국수, 차돌박이, 에그롤, 고구마롤","고기, 밀"
차돌양지쌀국수+가라아게2+고구마롤1,500,850,60,30,35,10,15,110,950,400,"쌀국수, 차돌박이, 닭고기, 고구마롤","고기, 밀"
차돌양지쌀국수+짜조2+고구마롤1,500,850,60,30,35,10,15,110,950,400,"쌀국수, 차돌박이, 새우, 고구마롤","갑각류, 고기, 밀"
차돌양지쌀국수+스프링롤2+고구마롤1,500,850,60,30,35,10,15,110,950,400,"쌀국수, 차돌박이, 야채롤, 고구마롤","고기, 밀"
차돌양지쌀국수+직화불고기덮밥,600,900,70,40,35,12,20,130,950,400,"쌀국수, 불고기, 쌀","고기"
차돌양지쌀국수+꿔이1+연유,450,750,55,25,25,8,10,90,800,300,"쌀국수, 돼지고기, 연유","고기, 우유"
차돌양지쌀국수+돈까스(1/2)세트,550,900,60,30,40,12,20,120,900,400,"쌀국수, 돈까스, 고기","고기, 밀"
직화불고기덮밥+쌀국수 2인 세트,800,1400,100,50,50,15,25,160,1000,500,"쌀국수, 불고기, 쌀","고기"
파인애플새우볶음밥+쌀국수 2인 세트,800,1350,110,40,40,12,20,150,1000,500,"쌀국수, 새우, 쌀","갑각류"
노미트 쌀국수,400,600,55,15,15,5,8,50,700,300,"쌀국수, 야채, 육수","NULL"
양지쌀국수,400,700,55,25,20,6,10,90,800,350,"쌀국수, 양지 고기, 육수","고기"
얼큰소고기쌀국수,400,750,55,25,25,8,12,100,800,350,"쌀국수, 소고기, 육수","고기"
차돌양지쌀국수,400,750,55,25,25,8,12,100,800,350,"쌀국수, 차돌박이, 육수","고기"
직화불고기쌀국수,400,800,55,30,30,8,12,110,850,350,"쌀국수, 불고기, 육수","고기"
곱창힘줄쌀국수,400,850,55,30,35,10,15,120,850,350,"쌀국수, 곱창, 육수","고기"
리코타샐러드,350,400,20,10,25,8,12,60,500,250,"리코타치즈, 채소, 견과류","우유, 견과류"
아라비아따 펜네,450,600,70,20,20,5,12,0,900,300,"펜네, 토마토, 고추, 마늘","밀"
토마토 조개 스파게티,500,650,70,20,25,6,15,40,950,350,"스파게티, 조개, 토마토","밀, 조개류"
마일드 토마토 새우 스파게티,500,700,70,20,25,6,15,70,950,350,"스파게티, 새우, 토마토, 크림","밀, 갑각류, 우유"
치킨 토마토 스파게티,500,700,70,25,25,7,15,80,950,350,"스파게티, 닭고기, 토마토","밀, 고기"
토마토 크림치즈 펜네,500,700,70,20,30,8,18,60,900,350,"펜네, 토마토, 크림치즈","밀, 우유"
냉면+숯불고기,600,800,80,30,30,10,15,80,1200,400,"냉면, 쇠고기, 야채","밀, 고기"
비빔밥+숯불고기,550,750,70,30,25,8,15,80,1100,400,"쌀, 쇠고기, 야채, 고추장","고기"
된장찌개,400,400,20,15,20,6,12,50,900,300,"된장, 두부, 야채","대두"
김치찌개+숯불고기,550,750,30,25,35,10,20,80,1100,400,"김치, 돼지고기, 두부","고기, 대두"
고기만두,300,400,40,15,20,5,12,30,800,300,"밀가루, 고기, 야채","밀, 고기"
브리또,500,600,60,20,20,7,12,60,800,300,"토르티야, 고기, 치즈, 야채","밀, 고기, 우유"
쫄면순두부 + 돈가스,600,850,80,25,30,12,15,90,1000,400,"쫄면, 순두부, 돈가스","밀, 대두, 고기"
쫄면순두부 + 치즈알밥,600,850,80,25,30,10,15,90,1000,400,"쫄면, 순두부, 치즈알밥","밀, 대두, 우유"
굴순두부,400,600,20,20,30,10,18,80,900,400,"굴, 순두부, 고추기름","대두, 조개류"
뚝제육,450,700,50,25,30,10,15,100,1000,400,"돼지고기, 고추장, 양파","고기"
뚝불고기,450,700,50,25,30,10,15,100,1000,400,"쇠고기, 양파, 간장","고기"
쫄순이,400,600,60,15,20,5,10,80,900,400,"쫄면, 순두부, 야채","대두"
부대찌개,550,800,40,25,40,12,20,100,1200,400,"햄, 소시지, 두부, 김치","고기, 대두"
김치치즈밥,450,700,60,15,25,8,15,80,900,300,"쌀, 김치, 치즈","우유"
정식,500,750,60,20,30,10,15,80,900,400,"쌀, 고기, 반찬","고기"
돈가스,400,700,50,20,30,12,18,80,900,400,"돼지고기, 튀김옷","밀, 고기"
함박,400,700,50,20,30,10,15,80,900,400,"쇠고기, 돼지고기, 양파","고기"
치즈알밥,400,600,50,15,25,8,15,70,800,300,"쌀, 치즈, 날치알","우유"
돈가스or함박 순두부,600,850,70,25,30,12,15,80,1000,400,"돼지고기 or 쇠고기, 순두부","고기, 대두"
반끼베스트세트,600,850,60,25,30,10,15,90,1000,400,"유부초밥, 연어, 치킨, 아보카도","생선, 고기"
살몬아보카도,450,600,50,20,20,7,12,80,800,400,"연어, 아보카도, 밥","생선"
유부베스트세트,450,600,50,15,20,7,12,70,800,400,"유부, 밥, 생선, 야채","생선, 대두"
살몬러버유부세트,450,600,50,20,20,7,12,80,800,400,"유부, 연어, 밥","생선, 대두"
유부베이직세트,400,550,50,10,15,6,10,50,700,300,"유부, 밥, 야채","대두"
내맘대로초이스세트,500,700,55,20,25,7,12,80,800,400,"유부, 밥, 다양한 토핑","대두"
생연어유부초밥,400,550,50,15,15,6,10,80,700,300,"유부, 생연어, 밥","대두, 생선"
우니이쿠라유부초밥,450,600,45,20,20,7,12,100,700,300,"유부, 성게, 연어알","대두, 어패류"
해초샐러드유부초밥,400,550,50,10,15,5,10,50,700,300,"유부, 해초, 밥","대두"
허브딜치킨유부초밥,400,550,45,15,20,7,12,80,700,300,"유부, 닭고기, 밥","대두, 고기"
그릴드관자유부초밥,400,600,45,20,20,7,12,80,700,300,"유부, 관자, 밥","대두, 조개류"
낙지탕탕유부초밥,400,600,45,20,20,7,12,80,700,300,"유부, 낙지, 밥","대두, 갑각류"
로스트닭다리살 샐러드,400,500,40,25,20,7,10,60,800,300,"닭다리살, 채소, 드레싱","고기"
칠리베이컨 포케볼,500,700,60,30,25,10,12,80,950,400,"베이컨, 밥, 채소, 칠리소스","돼지고기"
멕시칸 랩 샌드위치,450,600,50,20,20,8,12,60,800,300,"토르티야, 닭고기, 야채","밀, 고기"
에그베이컨 샌드,450,600,50,20,25,8,12,60,850,300,"식빵, 베이컨, 계란","밀, 돼지고기, 달걀"
바베큐닭다리살 샌드,450,600,50,20,25,8,12,60,850,300,"식빵, 닭다리살, 바베큐소스","밀, 고기"
그라브락스 연어 포케볼,500,700,60,20,25,8,12,80,950,400,"연어, 밥, 채소","생선"
로스트삼겹 포케볼,500,700,60,25,25,8,12,80,950,400,"돼지고기, 밥, 채소","돼지고기"
탄단지 샐러드,400,550,35,25,15,6,10,50,800,300,"닭고기, 채소, 삶은계란","고기, 달걀"
콥 샐러드,500,700,40,25,25,8,12,70,900,350,"닭가슴살, 계란, 채소, 치즈","우유, 달걀, 고기"
노릇두부단호박 샐러드,400,500,30,15,15,7,12,50,800,300,"두부, 단호박, 채소","대두"
그라브락스 연어 파스타 누들볼,550,750,70,20,25,8,12,80,950,400,"파스타, 연어, 채소","밀, 생선"
우삼겹메밀면 누들볼,550,750,60,25,25,8,12,80,950,400,"메밀면, 우삼겹, 채소","메밀, 고기"
갈빗살메밀면 누들볼,550,750,60,25,25,8,12,80,950,400,"메밀면, 갈빗살, 채소","메밀, 고기"
우삼겹 포케볼,500,700,60,25,25,8,12,80,950,400,"우삼겹, 밥, 채소","고기"
바베큐닭다리살 포케볼,500,700,60,25,25,8,12,80,950,400,"닭다리살, 밥, 채소","고기"
더블 닭다리살 박스,600,850,70,30,30,10,15,90,1000,400,"닭다리살, 밥, 채소","고기"
더블 치킨 파스타 박스,600,850,70,30,30,10,15,90,1000,400,"파스타, 닭가슴살, 채소","밀, 고기"
더블 비프 박스,600,850,70,30,30,10,15,90,1000,400,"쇠고기, 밥, 채소","고기"
더블 삼겹 박스,600,850,70,30,30,10,15,90,1000,400,"돼지고기, 밥, 채소","돼지고기"
에그마요 샌드,450,600,45,15,20,8,12,60,850,300,"식빵, 계란, 마요네즈","밀, 달걀"
치킨토마토 샌드,450,600,50,20,25,8,12,60,850,300,"식빵, 닭가슴살, 토마토","밀, 고기"
바베큐닭다리살 샌드,450,600,50,20,25,8,12,60,850,300,"식빵, 닭다리살, 바베큐소스","밀, 고기"
에그마요 랩 샌드위치,400,550,45,10,15,6,10,50,800,300,"토르티야, 계란, 마요네즈","밀, 달걀"
멕시칸 랩 샌드위치,450,600,50,20,20,7,12,60,800,300,"토르티야, 닭고기, 야채","밀, 고기"
시저치킨 랩 샌드위치,450,600,50,20,20,7,12,60,800,300,"토르티야, 닭가슴살, 치즈","밀, 고기, 우유"
그라브락스 연어 랩 샌드위치,450,600,50,20,20,7,12,60,800,300,"토르티야, 연어, 야채","밀, 생선"
로스트닭다리살 랩 샌드위치,450,600,50,20,20,7,12,60,800,300,"토르티야, 닭다리살, 야채","밀, 고기"
마이 샐러디 채소볼,400,500,35,10,15,6,10,50,800,300,"채소, 드레싱","없음"
마이 샐러디 포케볼,500,700,60,20,25,8,12,70,900,350,"밥, 채소, 닭고기/연어 선택","고기 or 생선"
마이 샐러디 메밀면볼,500,700,60,20,25,8,12,70,900,350,"메밀면, 채소, 닭고기/연어","메밀, 고기 or 생선"
마이 샐러디 바질파스타볼,500,700,60,20,25,8,12,70,900,350,"파스타, 채소, 바질","밀"
양송이 크림스프,300,400,30,10,15,6,10,40,700,250,"양송이버섯, 크림","우유"
단호박 크림스프,300,400,30,10,15,6,10,40,700,250,"단호박, 크림","우유"
치킨토마토 스튜,400,550,30,20,25,8,12,60,800,300,"닭가슴살, 토마토, 채소","고기"
포테이토 크림스프,300,400,30,10,15,6,10,40,700,250,"감자, 크림","우유"
키토리 김밥,400,500,45,10,15,6,10,50,700,300,"김밥, 김, 밥","없음"
야채듬뿍 샐러드 키토김밥,400,500,45,10,15,6,10,50,700,300,"김밥, 야채, 밥","없음"
와사비마요 참치 키토김밥,400,500,45,10,15,6,10,50,700,300,"김밥, 참치, 와사비 마요","어류"
새우튀김 키토김밥,450,600,45,15,20,7,10,70,800,300,"김밥, 새우튀김","갑각류"
수제닭강정M,450,600,50,20,25,8,12,80,900,350,"닭고기, 양념","고기"
수제닭강정L,650,850,70,30,35,12,15,120,1200,500,"닭고기, 양념","고기"
백김치 크림 파스타,500,700,70,20,25,8,12,60,900,350,"스파게티, 백김치, 크림","밀, 우유"
시금치 크림 파스타,500,700,70,20,25,8,12,60,900,350,"스파게티, 시금치, 크림","밀, 우유"
차이나치킨,450,600,40,20,25,7,12,80,900,350,"닭가슴살, 달콤소스","고기"
또와떡불,500,700,70,20,25,7,10,70,900,350,"떡, 고추장, 어묵","밀"
버섯떡불,500,700,70,20,20,6,10,60,850,350,"떡, 버섯, 어묵","밀"
해물떡불,550,750,70,25,25,7,10,80,950,400,"떡, 오징어/조개류, 어묵","어패류, 밀"
모듬떡불,600,800,75,25,30,7,12,90,1000,450,"떡, 어묵, 해물, 고기","밀, 어패류"
야채즉석떡볶이,450,650,65,15,20,6,9,60,850,350,"떡, 야채, 어묵","밀"
치즈즉석떡볶이,500,700,70,20,25,7,10,70,900,350,"떡, 치즈, 어묵","우유, 밀"
불고기즉석떡볶이,500,700,70,20,25,7,10,70,900,350,"떡, 불고기, 어묵","밀, 고기"
해물즉석떡볶이,550,750,70,25,25,7,10,80,950,400,"떡, 해산물, 어묵","어패류, 밀"
모듬즉석떡볶이,600,800,75,25,30,7,12,90,1000,450,"떡, 고기, 해산물, 어묵","어패류, 밀"
모듬스페셜즉석떡볶이,650,850,75,30,35,8,12,90,1050,450,"떡, 고기, 해산물, 어묵","어패류, 밀"
비일 All Day,600,800,70,25,25,8,12,80,900,400,"코스요리, 샐러드, 메인, 디저트","개별 메뉴 따라 다름"
비일 Dinner,800,1100,90,40,35,10,15,100,1200,500,"코스요리, 고기/생선 포함","개별 메뉴 따라 다름"
마라탕,500,700,50,25,25,10,12,80,950,400,"육수, 고기, 야채","고기"
마라샹궈,600,850,60,30,30,10,12,90,1050,450,"마라소스, 고기, 야채","고기"
꿔바로우小,400,600,30,20,20,7,10,60,850,300,"돼지고기, 튀김옷","돼지고기, 밀"
꿔바로우大,600,900,45,30,30,10,12,80,1050,400,"돼지고기, 튀김옷","돼지고기, 밀"
셀프 마라탕,450,650,50,20,20,9,10,70,850,350,"숙주, 육수, 채소","고기"
불맛 마라샹궈,550,750,55,27,27,9,12,85,1000,400,"마라소스, 고기, 야채","고기"
타코야끼 오리지널,400,550,50,20,15,6,9,45,750,250,"밀가루, 문어, 마요네즈","밀, 어패류, 달걀"
갈릭치즈 타코야끼,450,600,50,25,18,7,9,50,800,250,"밀가루, 문어, 치즈, 마요네즈","밀, 어패류, 우유, 달걀"
와사비마요 타코야끼,420,570,50,22,15,7,9,50,800,250,"밀가루, 문어, 와사비마요","밀, 어패류, 달걀"
치즈 타코야끼,450,600,50,25,18,7,9,50,800,250,"밀가루, 문어, 치즈","밀, 어패류, 우유"
명란마요 타코야끼,420,570,50,22,15,7,9,50,800,250,"밀가루, 문어, 명란, 마요네즈","밀, 어패류, 생선알"
매운맛 타코야끼,420,570,50,22,15,7,9,50,800,250,"밀가루, 문어, 매운소스","밀, 어패류"
아주매운 타코야끼,420,570,50,22,15,7,9,50,800,250,"밀가루, 문어, 매운소스","밀, 어패류"
매콤치즈 타코야끼,450,600,50,25,18,7,9,50,800,250,"밀가루, 문어, 치즈","밀, 어패류, 우유"
매콤갈릭 타코야끼,450,600,50,25,18,7,9,50,800,250,"밀가루, 문어, 갈릭소스","밀, 어패류"
매콤명란 타코야끼,450,600,50,25,18,7,9,50,800,250,"밀가루, 문어, 명란","밀, 어패류, 생선알"
데리야끼막창,400,600,10,30,20,10,10,60,1000,400,"막창, 데리야끼소스","돼지고기"
야채곱창,400,600,15,25,20,10,10,60,950,400,"곱창, 야채","돼지고기"
핵마늘막창,450,650,15,30,25,10,10,70,1000,400,"막창, 마늘소스","돼지고기"
불곱창,450,650,15,30,25,10,10,70,1000,400,"곱창, 매운양념","돼지고기"
순대곱창,400,600,20,25,20,10,10,65,950,400,"곱창, 순대","돼지고기"
알곱창,400,600,20,25,20,10,10,65,950,400,"곱창, 알","돼지고기, 어패류"
치즈불곱창,450,650,15,30,25,10,10,70,1000,400,"곱창, 치즈","돼지고기, 우유"
소금구이막창,400,600,10,30,20,10,10,60,950,400,"막창","돼지고기"
양념막창,400,600,15,30,20,10,10,65,950,400,"막창, 양념","돼지고기"
불막창,450,650,15,30,25,10,10,70,1000,400,"막창, 매운양념","돼지고기"
솔티드 아인슈페너,250,400,15,20,15,5,5,30,250,100,"커피, 생크림","우유"
프로슈토 베이글,400,600,30,25,20,6,8,50,750,300,"베이글, 프로슈토","밀, 돼지고기"
수제 카이막 베이글,400,600,30,25,20,6,8,50,750,300,"베이글, 카이막","밀, 우유"
수제 밀크티,200,350,25,10,10,2,3,20,250,100,"홍차, 우유","우유"
포테이토 치즈 베이글,400,600,30,25,20,6,8,50,750,300,"베이글, 감자, 치즈","밀, 우유"
플레인 베이글,300,450,50,5,5,2,5,20,500,200,"베이글","밀"
솔티드 아인슈페너 라떼,300,450,20,25,15,6,5,40,300,150,"커피, 우유, 생크림","우유"
참깨 베이글,320,470,50,7,5,2,5,20,500,200,"베이글, 참깨","밀"
에브리띵 베이글,350,500,50,8,7,2,5,20,500,200,"베이글, 믹스 시즈닝","밀"
바질 베이글,350,500,50,7,7,2,5,20,500,200,"베이글, 바질","밀"
블루베리 베이글,350,500,50,7,7,2,5,20,500,200,"베이글, 블루베리","밀"
초콜릿 베이글,350,500,50,7,7,2,5,20,500,200,"베이글, 초콜릿","밀"
페퍼로니 피자 베이글,400,550,35,20,20,7,8,45,700,250,"베이글, 페퍼로니","밀, 돼지고기"
초코나무숲 베이글,400,550,35,20,20,7,8,45,700,250,"베이글, 초콜릿","밀"
스윗펌킨 치즈 베이글,400,550,35,20,20,7,8,45,700,250,"베이글, 단호박, 치즈","밀, 우유"
빨봉떡볶이,400,550,50,10,15,6,9,50,800,250,"떡, 고추장","밀"
빨봉돈까스,500,700,40,25,20,7,10,70,950,400,"돈까스","돼지고기, 밀"
연탄불고기덮밥,500,700,50,20,20,7,10,65,900,400,"밥, 불고기","돼지고기"
오므라이스,450,600,40,20,20,6,8,50,850,300,"밥, 계란","달걀"
쫄면,400,550,50,8,15,5,9,45,750,250,"쫄면","밀"
모듬튀김,350,500,20,15,15,6,9,50,800,250,"튀김","밀"
치즈떡볶이,450,600,50,15,20,7,9,50,850,300,"떡, 치즈","밀, 우유"
무화과 와인스틱,300,450,30,15,10,5,6,40,750,250,"빵, 무화과","밀"
마롱 깜파뉴,300,450,30,15,10,5,6,40,750,250,"빵","밀"
크림치즈 카페모카,320,470,30,20,10,6,7,50,800,250,"빵, 크림치즈","밀, 우유"
슈크림 브리오슈,300,450,30,15,10,6,7,45,750,250,"빵, 크림","밀, 우유"
연유 버터 프레첼,300,450,30,15,10,5,7,40,750,250,"빵, 연유, 버터","밀, 우유"
초코 토네이도,300,450,30,15,10,5,7,40,750,250,"빵, 초코","밀"
크로와상샌드위치,350,500,35,20,15,7,8,50,800,250,"크로와상","밀, 달걀"
베이글 샌드위치,350,500,35,20,15,7,8,50,800,250,"베이글","밀"
치아바타샌드위치,350,500,35,20,15,7,8,50,800,250,"치아바타","밀"
앙버터,350,500,35,20,15,7,8,50,800,250,"팥앙금, 버터","밀, 우유"
소금빵,250,400,25,10,10,5,6,40,700,200,"소금빵","밀"
까눌레,150,200,15,10,7,3,3,20,400,150,"버터, 계란, 설탕","우유, 달걀"
에그타르트,200,300,20,15,7,4,3,30,450,200,"계란, 버터","우유, 달걀"
휘낭시에,200,300,20,15,7,4,3,30,450,200,"버터, 아몬드가루","우유, 견과류"
수제쿠키14종,300,450,30,20,15,6,6,45,700,250,"쿠키류","밀, 우유, 달걀"
다양한구움과자,300,450,30,20,15,6,6,45,700,250,"쿠키류","밀, 우유, 달걀"
