place_name,category,menu_name,weather,menu_price
샐러디 숙명여대점,샐러드,더블 비프 박스(도시락),"흐림, 푸짐하게",12000
샐러디 숙명여대점,샐러드,더블 삼겹 박스(도시락),"흐림, 푸짐하게",12000
샐러디 숙명여대점,샌드위치,에그마요 샌드,"흐림, 부드럽게",8500
샐러디 숙명여대점,샌드위치,치킨토마토 샌드,"흐림, 든든하게",9500
샐러디 숙명여대점,샌드위치,바베큐닭다리살 샌드,"흐림, 든든하게",9500
샐러디 숙명여대점,랩 샌드위치,에그마요 랩 샌드위치,"맑은날, 가볍게",8500
샐러디 숙명여대점,랩 샌드위치,멕시칸 랩 샌드위치,"맑은날, 간편하게",9000
샐러디 숙명여대점,랩 샌드위치,시저치킨 랩 샌드위치,"흐림, 든든하게",9500
샐러디 숙명여대점,랩 샌드위치,그라브락스 연어 랩 샌드위치,"맑은날, 상큼하게",9500
샐러디 숙명여대점,랩 샌드위치,로스트닭다리살 랩 샌드위치,"흐림, 든든하게",9500
샐러디 숙명여대점,샐러드,마이 샐러디(채소볼),"맑은날, 가볍게",9000
샐러디 숙명여대점,샐러드,마이 샐러디(포케볼),"흐림, 든든하게",9500
샐러디 숙명여대점,샐러드,마이 샐러디(메밀면볼),"흐림, 든든하게",9500
샐러디 숙명여대점,샐러드,마이 샐러디(바질파스타볼),"맑은날, 이색적으로",10000
샐러디 숙명여대점,스프,양송이 크림스프,"추운날, 따뜻하게",4500
샐러디 숙명여대점,스프,단호박 크림스프,"추운날, 달콤하게",4500
샐러디 숙명여대점,스튜,치킨토마토 스튜,"흐림, 든든하게",6500
샐러디 숙명여대점,스프,포테이토 크림스프,"흐림, 부드럽게",4500
키토리,김밥,키토리 김밥,"맑은날, 든든하게",4500
키토리,김밥,야채 듬뿍 샐러드 키토김밥,"흐림, 건강하게",5000
키토리,김밥,와사비마요 참치 키토김밥,"맑은날, 개운하게",5000
키토리,김밥,새우튀김 키토김밥,"맑은날, 바삭하게",5500
키토리,닭강정,수제닭강정M,"흐림, 든든하게",9000
키토리,닭강정,수제닭강정L,"흐림, 푸짐하게",13000
마시앤바시,파스타,백김치 크림 파스타,"흐림, 고소하게",11000
마시앤바시,파스타,시금치 크림 파스타,"흐림, 고소하게",11000
마시앤바시,메인,차이나치킨,"흐림, 든든하게",9000
또와또 본점,즉석떡볶이,또와떡불,"흐림, 얼큰하게",8000
또와또 본점,즉석떡볶이,버섯떡불,"흐림, 담백하게",8500
또와또 본점,즉석떡볶이,해물떡불,"흐림, 시원하게",9000
또와또 본점,즉석떡볶이,모듬떡불,"흐림, 푸짐하게",9500
또와또 본점,즉석떡볶이,야채즉석떡볶이,"맑은날, 담백하게",8000
또와또 본점,즉석떡볶이,치즈즉석떡볶이,"흐림, 고소하게",8500
또와또 본점,즉석떡볶이,불고기즉석떡볶이,"흐림, 든든하게",8500
또와또 본점,즉석떡볶이,해물즉석떡볶이,"흐림, 시원하게",9000
또와또 본점,즉석떡볶이,모듬즉석떡볶이,"흐림, 푸짐하게",9500
또와또 본점,즉석떡볶이,모듬스페셜즉석떡볶이,"흐림, 아주 푸짐하게",10000
비일,코스,All day,"맑은날, 가볍게",15000
비일,코스,Dinner,"저녁, 여유롭게",25000
탕화쿵푸마라탕 숙대점,마라,마라탕,"추운날, 얼큰하게",10000
탕화쿵푸마라탕 숙대점,마라,마라샹궈,"추운날, 얼큰하게",12000
탕화쿵푸마라탕 숙대점,튀김,꿔바로우小,"흐림, 바삭하게",8000
탕화쿵푸마라탕 숙대점,튀김,꿔바로우大,"흐림, 바삭하게",13000
춘리마라탕 숙대점,마라,셀프 마라탕,"흐림, 얼큰하게",9000
춘리마라탕 숙대점,마라,불맛 일품 마라샹궈,"흐림, 얼큰하게",21000
타코비 숙명여대점,타코야끼,오리지널(7/10/15알),"맑은날, 간편하게",6000
타코비 숙명여대점,타코야끼,갈릭치즈(7/10/15알),"맑은날, 고소하게",7000
타코비 숙명여대점,타코야끼,와사비마요(7/10/15알),"맑은날, 개운하게",7000
타코비 숙명여대점,타코야끼,치즈맛(7/10/15알),"흐림, 고소하게",7000
타코비 숙명여대점,타코야끼,명란마요(7/10/15알),"맑은날, 이색적으로",7000
타코비 숙명여대점,타코야끼,매운맛(7/10/15알),"흐림, 얼큰하게",7000
타코비 숙명여대점,타코야끼,아주매운맛(7/10/15알),"흐림, 아주 얼큰하게",7000
타코비 숙명여대점,타코야끼,매콤치즈(7/10/15알),"흐림, 고소하게",7000
타코비 숙명여대점,타코야끼,매콤갈릭(7/10/15알),"흐림, 매콤하게",7000
타코비 숙명여대점,타코야끼,매콤명란(7/10/15알),"흐림, 매콤하고 고소하게",7000
홍곱창 숙명여대점,곱창,데리야끼막창,"흐림, 달콤하게",12000
홍곱창 숙명여대점,곱창,야채곱창,"흐림, 담백하게",12000
홍곱창 숙명여대점,곱창,핵마늘막창,"흐림, 매콤하게",13000
홍곱창 숙명여대점,곱창,불곱창,"흐림, 얼큰하게",13000
홍곱창 숙명여대점,곱창,순대곱창,"흐림, 푸짐하게",12000
홍곱창 숙명여대점,곱창,알곱창,"흐림, 이색적으로",12000
홍곱창 숙명여대점,곱창,치즈불곱창,"흐림, 고소하게",13000
홍곱창 숙명여대점,곱창,소금구이막창,"흐림, 깔끔하게",12000
홍곱창 숙명여대점,곱창,양념막창,"흐림, 달콤하게",12000
홍곱창 숙명여대점,곱창,불막창,"흐림, 얼큰하게",13000
다온베이글,커피,솔티드 아인슈페너,"흐림, 달콤하게",5000
다온베이글,베이글,프로슈토 베이글 샌드위치,"맑은날, 든든하게",7000
다온베이글,베이글,수제 카이막 베이글,"맑은날, 달콤하게",6000
다온베이글,음료,수제 밀크티,"흐림, 부드럽게",5000
다온베이글,베이글,포테이토 치즈 베이글,"흐림, 고소하게",5500
다온베이글,베이글,플레인 베이글,"맑은날, 기본으로",3000
다온베이글,커피,솔티드 아인슈페너 라떼,"흐림, 달콤하게",5500
다온베이글,베이글,참깨 베이글,"맑은날, 고소하게",3200
다온베이글,베이글,에브리띵 베이글,"맑은날, 다양한 맛으로",3500
다온베이글,베이글,바질 베이글,"맑은날, 향긋하게",3500
다온베이글,베이글,블루베리 베이글,"흐림, 달콤하게",3500
다온베이글,베이글,초콜릿 베이글,"흐림, 달콤하게",3500
다온베이글,베이글,페퍼로니 피자 베이글,"맑은날, 든든하게",4000
다온베이글,베이글,초코나무숲 베이글,"흐림, 달콤하게",4000
다온베이글,베이글,스윗펌킨 치즈 베이글,"흐림, 달콤하고 부드럽게",4500
빨봉분식 숙명여대점,분식,빨봉떡볶이,"흐림, 얼큰하게",5000
빨봉분식 숙명여대점,분식,빨봉돈까스,"맑은날, 든든하게",7000
빨봉분식 숙명여대점,덮밥,연탄불고기덮밥,"흐림, 든든하게",7000
빨봉분식 숙명여대점,분식,오므라이스,"흐림, 부드럽게",6000
빨봉분식 숙명여대점,분식,쫄면,"맑은날, 새콤하게",5000
빨봉분식 숙명여대점,튀김,모듬튀김,"흐림, 바삭하게",4000
빨봉분식 숙명여대점,떡볶이,치즈떡볶이,"흐림, 고소하게",5500
루다브레드,빵,무화과 와인스틱,"흐림, 고급스럽게",5000
루다브레드,빵,마롱 깜파뉴,"흐림, 고소하게",4500
루다브레드,빵,크림치즈 카페모카,"흐림, 달콤하게",4800
루다브레드,빵,슈크림 브리오슈,"흐림, 부드럽게",4500
루다브레드,빵,연유 버터 프레첼,"흐림, 달콤하게",4300
루다브레드,빵,초코 토네이도,"흐림, 달콤하게",4500
루다브레드,샌드위치,크로와상샌드위치,"맑은날, 가볍게",5000
루다브레드,샌드위치,베이글 샌드위치,"맑은날, 든든하게",5000
루다브레드,샌드위치,치아바타샌드위치,"흐림, 담백하게",5000
루다브레드,빵,앙버터,"흐림, 달콤하게",4500
루다브레드,빵,소금빵,"맑은날, 심플하게",3000
먼데이피크닉,디저트,까눌레,"맑은날, 달콤하게",3000
먼데이피크닉,디저트,에그타르트,"맑은날, 부드럽게",3200
먼데이피크닉,디저트,휘낭시에,"맑은날, 달콤하게",2500
먼데이피크닉,디저트,수제쿠키14종,"맑은날, 다양하게",5000
먼데이피크닉,디저트,다양한구움과자,"맑은날, 다양하게",5000
